name,mana_value,color_identity,types,subtypes,set,year,rarity
Consuming Sinkhole,4.0,R,Instant,,ogw,2016,1
Supply Drop,3.0,,Artifact,,bro,2022,1
Boris Devilboon,5.0,"B,R","Legendary,Creature","Zombie,Wizard",leg,1994,3
Friendly Teddy,2.0,,"Artifact,Creature","Bear,Toy",dsk,2024,1
"Journey to Eternity // Atzal, Cave of Eternity",3.0,"B,G","Legendary,Enchantment","Aura,//,Legendary,Land",prix,2018,3
Manticore of the Gauntlet,5.0,R,Creature,Manticore,akh,2017,1
"Linvala, Keeper of Silence",4.0,W,"Legendary,Creature",Angel,roe,2010,4
Sandstone Needle,0.0,R,Land,,mmq,1999,1
Tin Street Dodger,1.0,R,Creature,"Goblin,Rogue",rna,2019,2
Microscope,2.0,,Artifact,,mb2,2024,3
Skemfar Elderhall,0.0,"B,G",Land,,khm,2021,2
Python,3.0,B,Creature,Snake,vis,1997,1
Enduring Courage,4.0,R,"Enchantment,Creature","Dog,Glimmer",dsk,2024,4
Queen Allenal of Ruadach,3.0,"G,W","Legendary,Creature","Elf,Noble",dmu,2022,2
"Aboshan, Cephalid Emperor",6.0,U,"Legendary,Creature","Octopus,Noble",ody,2001,3
Star Whale,8.0,U,Creature,"Alien,Whale",who,2023,2
Bonecache Overseer,1.0,B,Creature,"Squirrel,Warlock",blb,2024,2
Wrap in Flames,4.0,R,Sorcery,,roe,2010,1
"Octavia, Living Thesis",10.0,U,"Legendary,Creature","Elemental,Octopus",c21,2021,3
Zombie Trailblazer,3.0,B,Creature,"Zombie,Scout",tor,2002,2
Soulblast,6.0,R,Instant,,chk,2004,3
Sea's Claim,1.0,U,Enchantment,Aura,ons,2002,1
Ephemeron,6.0,U,Creature,Illusion,exo,1998,3
Instill Infection,4.0,B,Instant,,som,2010,1
Sarkhan's Scorn,3.0,R,Instant,,j21,2021,1
Stratus Dancer,2.0,U,Creature,"Djinn,Monk",dtk,2015,3
Puffer Extract,5.0,,Artifact,,mmq,1999,2
Earthblighter,2.0,B,Creature,"Human,Cleric",lgn,2003,2
Gutter Skulk,2.0,B,Creature,"Zombie,Rat",gtc,2013,1
Fever Charm,1.0,R,Instant,,ons,2002,1
Sickle Ripper,2.0,B,Creature,"Elemental,Warrior",shm,2008,1
Dreadmobile,3.0,B,Artifact,Vehicle,mh3,2024,2
Mirrormere Guardian,3.0,G,Creature,"Dwarf,Soldier",ltr,2023,1
The Abyss,4.0,B,"World,Enchantment",,leg,1994,3
Tinker's Tote,3.0,W,Artifact,,lci,2023,1
Hermetic Study,2.0,U,Enchantment,Aura,usg,1998,1
Krovikan Horror,4.0,B,Creature,"Horror,Spirit",all,1996,3
Overwhelmed Archivist // Archive Haunt,3.0,U,Creature,"Human,Wizard,//,Creature,—,Spirit,Wizard",mid,2021,2
Ulvenwald Mystics // Ulvenwald Primordials,4.0,G,Creature,"Human,Shaman,Werewolf,//,Creature,—,Werewolf",isd,2011,2
Hate Weaver,2.0,B,Creature,"Zombie,Wizard",inv,2000,2
Bond of Agony,1.0,B,Sorcery,,dis,2006,2
Vengeful Strangler // Strangling Grasp,2.0,B,Creature,"Human,Rogue,//,Enchantment,—,Aura",mid,2021,2
Tromp the Domains,6.0,G,Sorcery,,tsp,2006,2
Nightscape Battlemage,3.0,"B,R,U",Creature,"Zombie,Wizard",pls,2001,2
From Beyond,4.0,G,Enchantment,,pbfz,2015,3
Centaur Healer,3.0,"G,W",Creature,"Centaur,Cleric",rtr,2012,1
Sabertooth Nishoba,6.0,"G,W",Creature,"Cat,Beast,Warrior",inv,2000,3
Foriysian Interceptor,4.0,W,Creature,"Human,Soldier",tsp,2006,1
A-Llanowar Greenwidow,3.0,G,Creature,Spider,dmu,2022,3
Thopter Pie Network,4.0,U,Enchantment,,hho,2016,4
Calamitous Cave-In,4.0,R,Sorcery,,lci,2023,2
Konda's Hatamoto,2.0,W,Creature,"Human,Samurai",chk,2004,2
Acorn Catapult,4.0,,Artifact,,cmd,2011,3
Archfiend's Vessel,1.0,B,Creature,"Human,Cleric",m21,2020,2
Roar of Challenge,3.0,G,Sorcery,,ktk,2014,2
Sliversmith,2.0,,"Artifact,Creature",Spellshaper,fut,2007,2
Professor of Zoomancy,4.0,G,Creature,"Bear,Druid",stx,2021,1
Rust Goliath,10.0,G,"Artifact,Creature",Construct,bro,2022,1
Asari Captain,5.0,"R,W",Creature,"Human,Samurai",neo,2022,2
Zone of Flame,7.0,R,Enchantment,Aura,mb2,2024,3
Lost Auramancers,4.0,W,Creature,"Human,Wizard",fut,2007,2
Guidelight Pathmaker,6.0,"U,W",Artifact,Vehicle,dft,2025,2
Hematite Talisman,2.0,,Artifact,,ice,1995,2
Serra Disciple,2.0,W,Creature,"Bird,Cleric",dom,2018,1
Drogskol Infantry // Drogskol Armaments,2.0,W,Creature,"Spirit,Soldier,//,Enchantment,—,Aura",vow,2021,1
"Jon Irenicus, the Exile",4.0,"B,U","Legendary,Creature","Elf,Wizard",hbg,2022,3
Valor of the Worthy,1.0,W,Enchantment,Aura,khm,2021,1
Aligned Heart,3.0,W,Enchantment,,tdc,2025,3
Arachnoid,6.0,,"Artifact,Creature",Spider,5dn,2004,2
Swarm Surge,3.0,B,Sorcery,,bfz,2015,1
Conflux,8.0,"B,G,R,U,W",Sorcery,,con,2009,4
Myr Propagator,3.0,,"Artifact,Creature",Myr,som,2010,3
Puca's Mischief,4.0,U,Enchantment,,shm,2008,3
Sheoldred's Edict,2.0,B,Instant,,one,2023,2
Floriferous Vinewall,2.0,G,Creature,"Plant,Wall",dmu,2022,1
Flame Lash,4.0,R,Instant,,kld,2016,1
Tetsuo Umezawa,3.0,"B,R,U","Legendary,Creature","Human,Archer",leg,1994,3
Burdened Aerialist,3.0,U,Creature,"Human,Pirate",mh2,2021,1
Raze to the Ground,3.0,R,Sorcery,,bro,2022,1
Tainted Aether,4.0,B,Enchantment,,usg,1998,3
Harald Unites the Elves,4.0,"B,G",Enchantment,Saga,pkhm,2021,3
Sutured Ghoul,7.0,B,Creature,Zombie,jud,2002,3
Ashiok's Reaper,4.0,B,Creature,Nightmare,woe,2023,2
Calamity of the Titans,6.0,,Sorcery,,cmm,2023,3
Opal Acrolith,3.0,W,Enchantment,,usg,1998,2
Sporogenesis,4.0,G,Enchantment,,usg,1998,3
Weight of the Underworld,4.0,B,Enchantment,Aura,bng,2014,1
Festerleech,1.0,B,Creature,"Zombie,Leech",mkm,2024,2
Light of the Legion,6.0,W,Creature,Angel,pgrn,2018,3
Rot Hulk,7.0,B,Creature,Zombie,gnt,2018,4
Slaying Fire,3.0,R,Instant,,eld,2019,2
Fowl Strike,2.0,G,Instant,,mh3,2024,1
Temple Altisaur,5.0,W,Creature,Dinosaur,prix,2018,3
Adaptive Gemguard,4.0,W,"Artifact,Creature",Gnome,lci,2023,1
Glistening Deluge,3.0,B,Sorcery,,mom,2023,2
Dragon Hatchling,2.0,R,Creature,Dragon,m13,2012,1
Cloud Crusader,4.0,W,Creature,"Human,Knight",m11,2010,1
Polymorph,4.0,U,Sorcery,,mir,1996,3
Waves of Aggression,5.0,"R,W",Sorcery,,eve,2008,3
Igneous Pouncer,6.0,"B,R",Creature,Elemental,arb,2009,1
Attentive Skywarden,3.0,W,Creature,"Phyrexian,Kor",mom,2023,1
Infectious Bite,2.0,G,Instant,,one,2023,2
Blessing of Belzenlok,1.0,B,Instant,,dom,2018,1
Lore Drakkis,3.0,"R,U",Creature,"Lizard,Beast",iko,2020,2
Izzet Keyrune,3.0,"R,U",Artifact,,rtr,2012,2
"Oko, the Trickster",6.0,"G,U","Legendary,Planeswalker",Oko,eld,2019,4
Grasping Tentacles,3.0,"B,U",Sorcery,,spe,2025,3
Wardens of the Cycle,4.0,"B,G",Creature,"Elf,Warlock",fdn,2024,2
Valiant Guard,1.0,W,Creature,"Human,Soldier",con,2009,1
Graceful Takedown,2.0,G,Sorcery,,woe,2023,2
Graf Harvest,1.0,B,Enchantment,,emn,2016,2
"Chulane, Teller of Tales",5.0,"G,U,W","Legendary,Creature","Human,Druid",eld,2019,4
Gelectrode,3.0,"R,U",Creature,Weird,gpt,2006,2
Curious Altisaur,4.0,G,Creature,Dinosaur,lcc,2023,3
Kelsinko Ranger,1.0,W,Creature,"Human,Ranger",ice,1995,1
Illusionist's Bracers,2.0,,Artifact,Equipment,gtc,2013,3
Infuse with Vitality,2.0,"B,G",Instant,,stx,2021,1
Summon: Esper Ramuh,4.0,R,"Enchantment,Creature","Saga,Wizard",fin,2025,2
Need for Speed,1.0,R,Enchantment,,ody,2001,3
"Rosheen, Roaring Prophet",4.0,"G,R","Legendary,Creature","Giant,Shaman",mh3,2024,3
Hag of Scoured Thoughts,3.0,B,Creature,"Hag,Warlock",hbg,2022,3
Equinox,1.0,W,Enchantment,Aura,leg,1994,1
Etherium Spinner,3.0,U,"Artifact,Creature","Human,Wizard",mh2,2021,1
Strength of the Coalition,1.0,"G,W",Instant,,dmu,2022,2
Haunting Imitation,3.0,U,Sorcery,,voc,2021,3
Blood Poet,3.0,B,Creature,"Vampire,Cleric",cmb1,2019,3
Season of Renewal,3.0,G,Instant,,neo,2022,1
Naga Oracle,4.0,U,Creature,"Snake,Cleric",akh,2017,1
Harbor Bandit,3.0,"B,U",Creature,"Human,Rogue",m13,2012,2
Corpse Blockade,3.0,B,Creature,Zombie,gtc,2013,1
"Shadowheart, Cleric of Trickery",3.0,"B,U","Legendary,Creature","Human,Elf,Cleric",hbg,2022,3
Angel of the Dire Hour,7.0,W,Creature,Angel,c14,2014,3
Hawkeater Moth,4.0,G,Creature,Insect,usg,1998,2
Wake the Dead,2.0,B,Instant,,c14,2014,3
Hellkite Courser,6.0,R,Creature,Dragon,cmr,2020,4
Wei Elite Companions,5.0,B,Creature,"Human,Soldier",ptk,1999,2
Kheru Lich Lord,6.0,"B,G,U",Creature,"Zombie,Wizard",pktk,2014,3
Garenbrig Paladin,5.0,G,Creature,"Giant,Knight",eld,2019,1
Yellow Scarves Cavalry,2.0,R,Creature,"Human,Soldier",ptk,1999,1
Pain Magnification,3.0,"B,R",Enchantment,,dis,2006,2
Macetail Hystrodon,7.0,R,Creature,Beast,lgn,2003,1
"Falthis, Shadowcat Familiar",3.0,B,"Legendary,Creature","Nightmare,Cat",cmr,2020,2
Pheres-Band Warchief,4.0,G,Creature,"Centaur,Warrior",jou,2014,3
Realm-Scorcher Hellkite,6.0,R,Creature,Dragon,woe,2023,4
Tine Shrike,4.0,W,Creature,"Phyrexian,Bird",mbs,2011,1
Spirit of the Night,9.0,B,"Legendary,Creature","Demon,Spirit",mir,1996,3
Snowhorn Rider,6.0,"G,R,U",Creature,"Human,Warrior",ktk,2014,1
Yotian Courier,2.0,"R,U",Creature,"Human,Artificer",ybro,2022,3
Haze of Rage,2.0,R,Sorcery,,fut,2007,2
Colorful Feiyi Sparrow,2.0,W,Creature,Bird,gs1,2018,1
Summary Judgment,2.0,W,Instant,,rna,2019,1
Darksteel Garrison,2.0,,Artifact,Fortification,fut,2007,3
Lava-Field Overlord,9.0,R,Creature,Dragon,bbd,2018,2
Boots of Speed,1.0,R,Artifact,Equipment,afr,2021,1
Exhilarating Elocution,4.0,"B,W",Sorcery,,stx,2021,1
Joust Through,1.0,W,Instant,,fdn,2024,2
Carnival of Souls,2.0,B,Enchantment,,uds,1999,3
Obsidian Battle-Axe,3.0,,"Kindred,Artifact","Warrior,Equipment",mor,2008,2
Fissure Wizard,2.0,R,Creature,"Goblin,Wizard",znr,2020,1
Liliana's Triumph,2.0,B,Instant,,prm,2019,2
Contemplation,3.0,W,Enchantment,,sth,1998,2
Folk Hero,2.0,W,"Legendary,Enchantment",Background,clb,2022,4
Koma's Faithful,3.0,B,Creature,"Elf,Cleric",khm,2021,1
Cabal Pit,0.0,B,Land,,ody,2001,2
"Homura, Human Ascendant // Homura's Essence",6.0,R,"Legendary,Creature","Human,Monk,//,Legendary,Enchantment",sok,2005,3
Runaway Steam-Kin,2.0,R,Creature,Elemental,pgrn,2018,3
Gideon's Sacrifice,1.0,W,Instant,,war,2019,1
"Golbez, Crystal Collector",2.0,"B,U","Legendary,Creature","Human,Wizard",fin,2025,3
Swarmborn Giant,4.0,G,Creature,Giant,jou,2014,2
High Priest of Penance,2.0,"B,W",Creature,"Human,Cleric",gtc,2013,3
Prime Speaker Vannifar,4.0,"G,U","Legendary,Creature","Elf,Ooze,Wizard",rna,2019,4
"Mu Yanling, Celestial Wind",6.0,U,"Legendary,Planeswalker",Yanling,m20,2019,4
Nezumi Shortfang // Stabwhisker the Odious,2.0,B,Creature,"Rat,Rogue,//,Legendary,Creature,—,Rat,Shaman",chk,2004,3
Mimic,2.0,,Artifact,Treasure,afr,2021,1
Knight of Sursi,4.0,W,Creature,"Human,Knight",fut,2007,1
Severed Strands,2.0,B,Sorcery,,grn,2018,1
Sejiri Shelter // Sejiri Glacier,2.0,W,"Instant,//,Land",,znr,2020,2
Lady Caleria,7.0,"G,W","Legendary,Creature","Elf,Archer",leg,1994,3
Honey Mammoth,6.0,G,Creature,Elephant,iko,2020,1
"Thassa, God of the Sea",3.0,U,"Legendary,Enchantment,Creature",God,ths,2013,4
Sabertooth Wyvern,5.0,R,Creature,Drake,exo,1998,2
From the Rubble,6.0,W,Enchantment,,lcc,2023,3
Relics of the Rubblebelt,3.0,G,Sorcery,,ymkm,2024,3
Titanoth Rex,9.0,G,Creature,"Dinosaur,Beast",iko,2020,2
Hand of Emrakul,9.0,,Creature,Eldrazi,roe,2010,1
Lodestone Bauble,0.0,,Artifact,,all,1996,3
Torpor Orb,2.0,,Artifact,,nph,2011,3
Natural End,3.0,G,Instant,,avr,2012,1
Flameborn Hellion,6.0,R,Creature,Hellion,som,2010,1
Foundry Champion,6.0,"R,W",Creature,"Elemental,Soldier",pgtc,2013,3
Sand Golem,5.0,,"Artifact,Creature",Golem,mir,1996,2
Back to Nature,2.0,G,Instant,,m11,2010,2
"Rohgahh, Kher Keep Overlord",5.0,"B,R","Legendary,Creature","Kobold,Warrior",dmc,2022,3
Transcendence,6.0,W,Enchantment,,tor,2002,3
Unstable Shapeshifter,4.0,U,Creature,Shapeshifter,tmp,1997,3
Acquire,5.0,U,Sorcery,,5dn,2004,3
Conifer Wurm,5.0,G,"Snow,Creature",Wurm,mh1,2019,2
Boonweaver Giant,7.0,W,Creature,"Giant,Monk",m15,2014,2
Rhys the Exiled,3.0,"B,G","Legendary,Creature","Elf,Warrior",mor,2008,3
Mr. Foxglove,5.0,"G,U,W","Legendary,Creature","Fox,Rogue",blc,2024,4
"Syr Armont, the Redeemer",5.0,"G,W","Legendary,Creature","Human,Knight",woe,2023,2
Grip of Desolation,6.0,B,Instant,,bfz,2015,2
Tempest Angler,3.0,"R,U",Creature,"Otter,Wizard",blb,2024,1
Iceberg,2.0,U,Enchantment,,ice,1995,2
Taste of Death,6.0,B,Sorcery,,eld,2019,3
Dwarven Shrine,3.0,R,Enchantment,,ody,2001,3
Pampered Loamfrill,1.0,G,Creature,Lizard,ytdm,2025,3
Spiritual Focus,2.0,W,Enchantment,,mmq,1999,3
Rebuff the Wicked,1.0,W,Instant,,plc,2007,2
Bog Humbugs,2.0,B,Creature,Insect,hho,2018,4
Rowan Treefolk,4.0,G,Creature,Treefolk,por,1997,1
Library of Alexandria,0.0,,Land,,arn,1993,2
Artificer's Assistant,1.0,U,Creature,Bird,dom,2018,1
"Yorvo, Lord of Garenbrig",3.0,G,"Legendary,Creature","Giant,Noble",eld,2019,3
Reflector Mage,3.0,"U,W",Creature,"Human,Wizard",ogw,2016,2
Baleful Eidolon,2.0,B,"Enchantment,Creature",Spirit,ths,2013,1
Chivalric Alliance,2.0,W,Enchantment,,moc,2023,3
Storm the Vault // Vault of Catlacan,4.0,"R,U","Legendary,Enchantment,//,Legendary,Land",,prix,2018,3
Resolute Rider,4.0,"B,W",Creature,"Human,Knight",eld,2019,2
Territorial Maro,5.0,G,Creature,Elemental,dmu,2022,2
"Vona de Iedo, the Antifex",5.0,"B,W","Legendary,Creature","Vampire,Cleric,Knight",yotj,2024,3
Wurmcalling,1.0,G,Sorcery,,tsp,2006,3
Azimaet Drake,3.0,U,Creature,Drake,mir,1996,1
Vengeful Reaper,4.0,B,Creature,"Angel,Cleric",khm,2021,2
Mana Severance,2.0,U,Sorcery,,tmp,1997,3
Incendiary,1.0,R,Enchantment,Aura,uds,1999,2
Xander's Wake,2.0,B,Enchantment,,ysnc,2022,2
Affa Guard Hound,3.0,W,Creature,Dog,roe,2010,2
Viridian Lorebearers,4.0,G,Creature,"Elf,Shaman",5dn,2004,2
"Pramikon, Sky Rampart",3.0,"R,U,W","Legendary,Creature",Wall,c19,2019,4
Infectious Rage,2.0,R,Enchantment,Aura,jud,2002,2
Golgothian Sylex,4.0,,Artifact,,atq,1994,3
"Shinka, the Bloodsoaked Keep",0.0,R,"Legendary,Land",,chk,2004,3
Confront the Unknown,1.0,G,Instant,,soi,2016,1
Shambling Ghast,1.0,B,Creature,Zombie,afr,2021,1
"Alora, Rogue Companion",4.0,U,"Legendary,Creature","Halfling,Rogue",hbg,2022,2
Untimely Malfunction,2.0,R,Instant,,dsk,2024,2
Tempting Wurm,2.0,G,Creature,Wurm,ons,2002,3
Push // Pull,8.0,"B,R,W","Sorcery,//,Sorcery",,mkm,2024,2
Slith Strider,3.0,U,Creature,Slith,mrd,2003,2
Possibility Storm,5.0,R,Enchantment,,dgm,2013,3
Werewolf Pack Leader,2.0,G,Creature,"Human,Werewolf",pafr,2021,3
Icewrought Sentry,3.0,U,Creature,"Elemental,Soldier",woe,2023,2
Axegrinder Giant,6.0,R,Creature,"Giant,Warrior",lrw,2007,1
Soldevi Sentry,1.0,,"Artifact,Creature",Soldier,all,1996,1
Roar of Resistance,2.0,R,Enchantment,,onc,2023,3
"Kalitas, Bloodchief of Ghet",7.0,B,"Legendary,Creature","Vampire,Warrior",zen,2009,4
Witness Protection,1.0,U,Enchantment,Aura,snc,2022,1
Scion of the Wild,3.0,G,Creature,Avatar,rav,2005,3
Fall of the First Civilization,3.0,W,Enchantment,Saga,acr,2024,2
"Ghired, Conclave Exile",5.0,"G,R,W","Legendary,Creature","Human,Shaman",c19,2019,4
Strength of Cedars,5.0,G,Instant,Arcane,chk,2004,2
Mutual Destruction,1.0,B,Sorcery,,iko,2020,1
Viral Spawning,3.0,G,Sorcery,,one,2023,2
Council of Echoes,6.0,U,Creature,"Spirit,Advisor",lci,2023,2
Play of the Game,8.0,W,Sorcery,,bbd,2018,3
Nantuko Vigilante,4.0,G,Creature,"Insect,Druid,Mutant",lgn,2003,1
Galactic Wayfarer,3.0,G,Creature,"Human,Scout",eoe,2025,1
Vedalken Plotter,3.0,U,Creature,"Vedalken,Wizard",gpt,2006,2
Riptide Shapeshifter,5.0,U,Creature,Shapeshifter,ons,2002,2
"Auntie Blyte, Bad Influence",3.0,R,"Legendary,Creature","Devil,Advisor",j22,2022,4
Octopus Umbra,5.0,U,Enchantment,Aura,c18,2018,3
Electryte,5.0,R,Creature,"Trilobite,Beast",usg,1998,3
The Skullspore Nexus,8.0,G,"Legendary,Artifact",,lci,2023,4
Ravenous Rotbelly,5.0,B,Creature,"Zombie,Horror",mic,2021,3
Thrumming Hivepool,6.0,,Artifact,,eoe,2025,3
Torrent of Fire,5.0,R,Sorcery,,scg,2003,1
Crossroads Consecrator,1.0,G,Creature,"Human,Cleric",emn,2016,1
Phantasmal Extraction,2.0,B,Sorcery,,ylci,2023,2
Guardian of Solitude,2.0,U,Creature,Spirit,chk,2004,2
Generous Ent,6.0,G,Creature,Treefolk,ltr,2023,1
Haazda Snare Squad,3.0,W,Creature,"Human,Soldier",dgm,2013,1
Unsettling Twins,4.0,W,Creature,Human,dsk,2024,1
Chrome Cat,3.0,,"Artifact,Creature",Cat,snc,2022,1
Bargaining Table,5.0,,Artifact,,mmq,1999,3
Shinewend,2.0,W,Creature,Elemental,mor,2008,1
Botanical Brawler,2.0,"G,W",Creature,"Elemental,Warrior",mom,2023,2
Barbed Batterfist,2.0,R,Artifact,Equipment,one,2023,1
Wanderer's Strike,5.0,W,Sorcery,,war,2019,1
"Urgoros, the Empty One",6.0,B,"Legendary,Creature",Specter,pdom,2018,2
Dross Crocodile,4.0,B,Creature,"Zombie,Crocodile",5dn,2004,1
About Face,1.0,R,Instant,,ulg,1999,1
Kor Skyfisher,2.0,W,Creature,"Kor,Soldier",zen,2009,1
Veloheart Bike,3.0,G,Artifact,Vehicle,dft,2025,1
Chance for Glory,3.0,"R,W",Instant,,grn,2018,4
Pawn of Ulamog,3.0,B,Creature,"Vampire,Shaman",roe,2010,2
Rune of Protection: Blue,2.0,W,Enchantment,,usg,1998,1
"Vaevictis Asmadi, the Dire",6.0,"B,G,R","Legendary,Creature","Elder,Dragon",m19,2018,4
Gravity Negator,4.0,U,Creature,"Eldrazi,Drone",ogw,2016,1
Planebound Accomplice,3.0,R,Creature,"Human,Wizard",mh1,2019,3
Alloy Myr,3.0,,"Artifact,Creature",Myr,nph,2011,2
Brokers' Safeguard,2.0,"U,W",Instant,,ysnc,2022,3
"Eladamri, Korvecdal",3.0,G,"Legendary,Creature","Elf,Warrior",mh3,2024,4
Nissa's Defeat,3.0,G,Sorcery,,hou,2017,2
Conch Horn,2.0,,Artifact,,fem,1994,3
Retribution of the Meek,3.0,W,Sorcery,,vis,1997,3
Chambered Nautilus,3.0,U,Creature,"Nautilus,Beast",mmq,1999,2
Spectral Interference,2.0,U,Instant,,dft,2025,1
Hindering Light,2.0,"U,W",Instant,,ala,2008,1
Mortuary,4.0,B,Enchantment,,sth,1998,3
"Maarika, Brutal Gladiator",5.0,"B,G,R","Legendary,Creature","Human,Warrior",sld,2022,3
Bighorner Rancher,5.0,G,Creature,"Human,Ranger",pip,2024,2
Starfield of Nyx,5.0,W,Enchantment,,ori,2015,4
Crop Sigil,1.0,G,Enchantment,,emn,2016,2
Sandsteppe Scavenger,5.0,G,Creature,"Dog,Scout",dtk,2015,1
Conclave's Blessing,4.0,W,Enchantment,Aura,rav,2005,1
Infernal Contract,3.0,B,Sorcery,,mir,1996,3
Hail Storm,3.0,G,Instant,,all,1996,2
Wolfir Silverheart,5.0,G,Creature,"Wolf,Warrior",avr,2012,3
Parallax Nexus,3.0,B,Enchantment,,nem,2000,3
Masterpiece Vault,3.0,,Artifact,,ydft,2025,4
Psionic Gift,2.0,U,Enchantment,Aura,ody,2001,1
Professor's Warning,1.0,B,Instant,,stx,2021,1
Howling Galefang,4.0,G,Creature,Beast,woe,2023,2
Sanctum Spirit,4.0,W,Creature,Spirit,dom,2018,2
Arctic Merfolk,2.0,U,Creature,Merfolk,pls,2001,1
Gate to Seatower,0.0,U,Land,"Island,Gate",hbg,2022,2
"Munda, Ambush Leader",4.0,"R,W","Legendary,Creature","Kor,Ally",pbfz,2015,3
Garruk's Companion,2.0,G,Creature,Beast,m11,2010,1
Ghoulcaller's Bell,1.0,,Artifact,,isd,2011,1
Viscid Lemures,5.0,B,Creature,Spirit,tsp,2006,1
Child of Alara,5.0,"B,G,R,U,W","Legendary,Creature",Avatar,con,2009,4
Saproling Infestation,2.0,G,Enchantment,,inv,2000,3
Gravitational Shift,5.0,U,Enchantment,,roe,2010,3
Displacer Beast,3.0,U,Creature,"Cat,Beast",afr,2021,2
Coronation of Chaos,3.0,R,Sorcery,,clb,2022,1
Fungus Sliver,4.0,G,Creature,"Fungus,Sliver",tsp,2006,3
Bushi Tenderfoot // Kenzo the Hardhearted,1.0,W,Creature,"Human,Soldier,//,Legendary,Creature,—,Human,Samurai",chk,2004,2
Disruption Aura,3.0,U,Enchantment,Aura,5dn,2004,2
Maze Rusher,6.0,R,Creature,Elemental,dgm,2013,1
Bouncing Beebles,3.0,U,Creature,Beeble,ulg,1999,1
"Dragonhawk, Fate's Tempest",5.0,R,"Legendary,Creature","Bird,Dragon",blb,2024,4
Malakir Bloodwitch,5.0,B,Creature,"Vampire,Shaman",zen,2009,3
"Ardbert, Warrior of Darkness",3.0,"B,W","Legendary,Creature","Spirit,Warrior",fic,2025,3
Warrior's Charge,3.0,W,Sorcery,,por,1997,1
Nyx Herald,3.0,G,"Enchantment,Creature","Centaur,Shaman",thb,2020,2
Sphinx of the Final Word,7.0,U,Creature,Sphinx,ogw,2016,4
Kithkin Zephyrnaut,3.0,W,Creature,"Kithkin,Soldier",mor,2008,1
Futurist Sentinel,4.0,U,Artifact,Vehicle,neo,2022,1
Sanctum of Ugin,0.0,,Land,,bfz,2015,3
Waylay,3.0,W,Instant,,usg,1998,2
"Jurin, Leading the Charge",6.0,R,"Legendary,Creature","Human,Barbarian",sld,2023,3
Supreme Inquisitor,5.0,U,Creature,"Human,Wizard",ons,2002,3
Ramosian Commander,4.0,W,Creature,"Human,Rebel",mmq,1999,2
Hecteyes,2.0,B,Creature,"Ooze,Horror",fin,2025,1
Stalwart Shield-Bearers,2.0,W,Creature,"Human,Soldier",roe,2010,1
Dismantle,3.0,R,Sorcery,,dst,2004,2
Hydroelectric Specimen // Hydroelectric Laboratory,3.0,U,Creature,"Weird,//,Land",mh3,2024,2
Legion Loyalist,1.0,R,Creature,"Goblin,Soldier",gtc,2013,3
Obsidian Acolyte,2.0,W,Creature,"Human,Cleric",inv,2000,1
Yawgmoth's Bargain,6.0,B,Enchantment,,uds,1999,3
Ardenvale Tactician // Dizzying Swoop,3.0,W,Creature,"Human,Knight,//,Instant,—,Adventure",eld,2019,1
Yawgmoth's Testament,3.0,B,Sorcery,,cmb1,2019,3
Guardian of the Gateless,5.0,W,Creature,Angel,gtc,2013,2
Heat Shimmer,3.0,R,Sorcery,,lrw,2007,3
"Esior, Wardwing Familiar",2.0,U,"Legendary,Creature",Bird,cmr,2020,2
Elvish Guidance,3.0,G,Enchantment,Aura,ons,2002,1
Starnheim Unleashed,4.0,W,Sorcery,,khm,2021,4
Peek,1.0,U,Instant,,ody,2001,1
Plague Boiler,3.0,"B,G",Artifact,,rav,2005,3
Sequestered Stash,0.0,,Land,,kld,2016,2
Orcish Squatters,5.0,R,Creature,Orc,ice,1995,3
Ashiok's Adept,3.0,B,Creature,"Human,Wizard",bng,2014,2
Hardened Tactician,3.0,"B,W",Creature,"Human,Warrior",tdm,2025,2
Explorer's Cache,2.0,G,Artifact,,lci,2023,2
Bloodfire Dwarf,1.0,R,Creature,Dwarf,apc,2001,1
Thrashing Wumpus,5.0,B,Creature,Beast,mmq,1999,3
Crosis's Charm,3.0,"B,R,U",Instant,,pls,2001,2
Shepherding Spirits,6.0,W,Creature,Spirit,dsk,2024,1
Screams from Within,3.0,B,Enchantment,Aura,dst,2004,2
Dawnray Archer,3.0,"U,W",Creature,"Human,Archer",ala,2008,2
Empty-Shrine Kannushi,1.0,W,Creature,"Human,Cleric",bok,2005,2
Phytohydra,5.0,"G,W",Creature,"Plant,Hydra",rav,2005,3
Taunt,1.0,U,Sorcery,,por,1997,3
Crackling Spellslinger,5.0,R,Creature,"Human,Wizard",otc,2024,3
Keeper of the Lens,1.0,,"Artifact,Creature",Golem,dtk,2015,1
Heap Doll,1.0,,"Artifact,Creature",Scarecrow,shm,2008,2
Auratog,2.0,W,Creature,Atog,tmp,1997,3
Infernal Offering,5.0,B,Sorcery,,c14,2014,3
Carpet of Flowers,1.0,G,Enchantment,,usg,1998,2
Laccolith Whelp,1.0,R,Creature,Beast,nem,2000,1
Tolarian Kraken,6.0,U,Creature,Kraken,m21,2020,2
Flying Crane Technique,6.0,"R,U,W",Instant,,pktk,2014,3
Cloudchaser Kestrel,3.0,W,Creature,Bird,tsp,2006,1
Fear of the Dark,5.0,B,"Enchantment,Creature",Nightmare,dsk,2024,1
Goblin Flotilla,3.0,R,Creature,Goblin,fem,1994,3
Alpine Meadow,0.0,"R,W","Snow,Land","Mountain,Plains",khm,2021,1
