name,mana_value,color_identity,types,subtypes,set,year,rarity
Tenacious Tomeseeker,3.0,U,Creature,"Human,Knight",woe,2023,uncommon
Thud-for-Duds,0.0,,Artifact,Contraption,ust,2017,uncommon
"Godo, Bandit Warlord // Godo, Bandit Warlord",0.0,,"Card,//,Card",,acmm,2023,common
Sarevok the Usurper,4.0,B,"Legendary,Creature","Human,Knight",hbg,2022,uncommon
Command the Storm,5.0,R,Instant,,grn,2018,common
Insect,0.0,B,"Token,Creature",Insect,tdmu,2022,common
Abzan Skycaptain,4.0,W,Creature,"Bird,Soldier",frf,2015,common
Deliberate,2.0,U,Instant,,znr,2020,common
Fiery Mantle,2.0,R,Enchantment,Aura,usg,1998,common
Janosch Kühn Bio 1997,0.0,,Card,,wc97,1997,common
Cycling,0.0,,Card,,fj22,2022,rare
Ignite Disorder,2.0,R,Instant,,con,2009,uncommon
Stone Idol Generator // Stone Idol Generator,0.0,,"Card,//,Card",,amh3,2024,common
Eyes of Gitaxias,3.0,U,Sorcery,,mom,2023,common
Sibling Rivalry,4.0,R,Sorcery,,bro,2022,common
"Rabanastre, Royal City",0.0,"R,W",Land,Town,fin,2025,common
"Ukkima, Stalking Shadow",3.0,"B,U","Legendary,Creature","Whale,Wolf",c20,2020,mythic
"Rosa, Resolute White Mage",4.0,W,"Legendary,Creature","Human,Noble,Cleric",fin,2025,rare
"Ral, Caller of Storms",6.0,"R,U","Legendary,Planeswalker",Ral,grn,2018,mythic
Canopy Claws,1.0,G,Instant,,jud,2002,common
Goblin Skycutter,2.0,R,Creature,"Goblin,Warrior",tsp,2006,common
Electrostatic Bolt,1.0,R,Instant,,mrd,2003,common
Lithomantic Barrage,1.0,R,Sorcery,,mom,2023,uncommon
Really Charming Prince,2.0,U,Creature,"Faerie,Noble",unk,2023,rare
Unstoppable Ash,4.0,G,Creature,"Treefolk,Warrior",mor,2008,rare
Rapid Augmenter,3.0,"R,U",Creature,"Otter,Artificer",blc,2024,rare
Zombie Assassin,5.0,B,Creature,"Zombie,Assassin",ody,2001,common
Boros Fury-Shield,3.0,"R,W",Instant,,rav,2005,common
"Discord, Lord of Disharmony",4.0,"B,R","Legendary,Creature",Chimera,sld,2024,mythic
Tireless Missionaries,5.0,W,Creature,"Human,Cleric",m11,2010,common
Land Cap,0.0,"U,W",Land,,ice,1995,rare
Hedron-Field Purists,3.0,W,Creature,"Human,Cleric",roe,2010,rare
Metagamer,2.0,W,Creature,"Human,Advisor",cmb1,2019,rare
Bee-Bee Gun,0.0,,Artifact,Contraption,ust,2017,mythic
Betrayal at the Vault,6.0,G,Instant,,otj,2024,uncommon
Welded,0.0,,Card,,fbro,2022,common
Afiya Grove,2.0,G,Enchantment,,mir,1996,rare
Hexgold Hoverwings,4.0,W,Artifact,Equipment,one,2023,uncommon
Faceless Devourer,3.0,B,Creature,"Nightmare,Horror",tsp,2006,uncommon
Vineshaper Mystic,3.0,G,Creature,"Merfolk,Shaman",xln,2017,uncommon
Grid Monitor,4.0,,"Artifact,Creature",Construct,mrd,2003,rare
"Jarsyl, Dark Age Scion",3.0,"G,R","Legendary,Creature","Human,Wizard",ybro,2022,mythic
Boros Keyrune,3.0,"R,W",Artifact,,gtc,2013,uncommon
Earthshaker Khenra,0.0,B,"Token,Creature","Zombie,Jackal,Warrior",thou,2017,common
Restless Anchorage // Restless Anchorage,0.0,,"Card,//,Card",,alci,2023,common
Forgehammer Centurion,3.0,R,Creature,"Phyrexian,Warrior",one,2023,common
Demon Detective,2.0,B,Creature,"Demon,Detective",unk,2024,common
Lesser Masticore,2.0,,"Artifact,Creature",Masticore,mh1,2019,uncommon
Wild Magic Surge,2.0,R,Instant,,clb,2022,uncommon
Jace's Projection,4.0,U,Creature,"Wizard,Illusion",war,2019,uncommon
Sunhome Enforcer,4.0,"R,W",Creature,"Giant,Soldier",rav,2005,uncommon
Goblin Cavaliers,3.0,R,Creature,Goblin,p02,1998,common
Zo-Zu the Punisher,3.0,R,"Legendary,Creature","Goblin,Warrior",chk,2004,rare
Joyful Stormsculptor,5.0,"R,U",Creature,"Human,Shaman",mom,2023,uncommon
Rabbit Response,4.0,W,Instant,,blb,2024,common
Baffling Defenses,2.0,W,Instant,,j21,2021,common
Lost to Legend,2.0,W,Instant,,ltr,2023,uncommon
Spiritual Visit,1.0,W,Instant,Arcane,sok,2005,common
Thrull Wizard,3.0,B,Creature,"Thrull,Wizard",fem,1994,uncommon
Summoner's Bond,0.0,,Conspiracy,,cn2,2016,uncommon
Chlorophant,3.0,G,Creature,Elemental,ody,2001,rare
Cackling Witch,2.0,B,Creature,"Human,Spellshaper",mmq,1999,uncommon
"Imodane, the Pyrohammer // Imodane, the Pyrohammer",0.0,,"Card,//,Card",,awoe,2023,common
Optical Optimizer,0.0,,Artifact,Contraption,ust,2017,uncommon
Silversmote Ghoul,3.0,B,Creature,"Zombie,Vampire",m21,2020,uncommon
Veteran Swordsmith,3.0,W,Creature,"Human,Soldier",m10,2009,common
Kitsune Diviner,1.0,W,Creature,"Fox,Cleric",chk,2004,common
Will of the Temur,6.0,U,Sorcery,,tdc,2025,rare
Relic Axe,2.0,,Artifact,Equipment,znr,2020,uncommon
Aerial Volley,1.0,G,Instant,,ori,2015,common
The Asker of More Mana,4.0,W,"Legendary,Creature","Human,Soldier",unk,2024,rare
Champion of Dusan,3.0,G,Creature,"Human,Warrior",tdm,2025,common
Trivia Contest,0.0,,Artifact,Attraction,unf,2022,uncommon
Nightmare,0.0,"B,U","Token,Creature",Nightmare,tthb,2020,common
A Display of My Dark Power,0.0,,Scheme,,oarc,2010,common
Delirium,3.0,"B,R",Instant,,mir,1996,uncommon
Curse of Misfortunes,5.0,B,Enchantment,"Aura,Curse",dka,2012,rare
Hair-Strung Koto,6.0,,Artifact,,chk,2004,rare
Stromkirk Patrol,5.0,B,Creature,"Vampire,Soldier",isd,2011,common
Vampires' Vengeance // Vampires' Vengeance,0.0,,"Card,//,Card",,avow,2021,common
"Aragorn and Arwen, Wed // Aragorn and Arwen, Wed",0.0,,"Card,//,Card",,altr,2023,common
Dance of the Skywise,2.0,U,Instant,,dtk,2015,uncommon
Infiltrate,1.0,U,Instant,,nem,2000,common
Kozilek's Channeler,5.0,,Creature,Eldrazi,bfz,2015,common
Creosote Heath,0.0,"G,W",Land,Desert,otj,2024,common
Bloodthirsty Ogre,3.0,B,Creature,"Ogre,Warrior,Shaman",chk,2004,uncommon
Battle Cry,3.0,W,Instant,,ice,1995,uncommon
Disciplined Duelist,3.0,"G,U,W",Creature,"Human,Citizen",snc,2022,uncommon
Need for Speed (Not the Odyssey One),4.0,R,Enchantment,,unk,2025,rare
A-Cauldron Familiar,1.0,B,Creature,Cat,eld,2019,uncommon
Prisoner's Dilemma,5.0,R,Sorcery,,mkc,2024,rare
Expanded Anatomy,3.0,,Sorcery,Lesson,stx,2021,common
Talon Gates of Madara,0.0,,Land,Gate,m3c,2024,rare
Burning-Tree Vandal,3.0,R,Creature,"Human,Rogue",rna,2019,common
Brass Secretary,3.0,,"Artifact,Creature",Construct,uds,1999,uncommon
Leyline Prowler,3.0,"B,G",Creature,"Nightmare,Beast",war,2019,uncommon
Juniper Order Rootweaver,2.0,"G,W",Creature,"Human,Druid",dmu,2022,common
Mindscour Dragon,6.0,U,Creature,Dragon,frf,2015,uncommon
Rust Scarab,5.0,G,Creature,Insect,gtc,2013,uncommon
Unnatural Selection,2.0,U,Enchantment,,apc,2001,rare
Benevolent Hydra,2.0,G,Creature,Hydra,j22,2022,rare
White Scarab,1.0,W,Enchantment,Aura,ice,1995,uncommon
Flowstone Charger,4.0,"R,W",Creature,Beast,apc,2001,uncommon
Time Bends to My Will,0.0,,Scheme,,dsc,2024,common
Loxodon Sergeant,4.0,W,Creature,"Elephant,Soldier",war,2019,common
"Sarkhan, the Dragonspeaker",5.0,R,"Legendary,Planeswalker",Sarkhan,ktk,2014,mythic
Fires of Victory,2.0,"R,U",Instant,,dmu,2022,uncommon
Of Herbs and Stewed Rabbit,3.0,W,Enchantment,Saga,ltc,2023,rare
Megatherium,3.0,G,Creature,Beast,mmq,1999,rare
Crushing Pain,2.0,R,Instant,Arcane,chk,2004,common
Touch of the Horned God,0.0,,Sorcery,,tbth,2014,common
Demon Berserker,0.0,R,"Token,Creature","Demon,Berserker",tkhm,2021,common
Agadeem Occultist,3.0,B,Creature,"Human,Shaman,Ally",wwk,2010,rare
Soul Drainer,6.0,B,Creature,"Giant,Wizard",unk,2023,uncommon
Curio Vendor,2.0,U,Creature,Vedalken,kld,2016,common
Cram Session,2.0,"B,G",Sorcery,,stx,2021,common
Thicket Elemental,5.0,G,Creature,Elemental,inv,2000,rare
Woebearer,5.0,B,Creature,Zombie,mrd,2003,uncommon
Imperial Edict,2.0,B,Sorcery,,ptk,1999,common
Battlefield Scavenger,2.0,R,Creature,"Jackal,Rogue",akh,2017,uncommon
Ghosts of the Innocent,7.0,W,Creature,Spirit,rav,2005,rare
Reality Ripple,2.0,U,Instant,,mir,1996,common
Raugrin Crystal,3.0,"R,U,W",Artifact,,iko,2020,uncommon
Exuberant Firestoker,3.0,R,Creature,"Human,Druid,Shaman",ala,2008,uncommon
Caustic Caterpillar,1.0,G,Creature,Insect,ori,2015,common
Solfatara,3.0,R,Instant,,vis,1997,common
Scavenger Hunt,0.0,,Artifact,Attraction,unf,2022,uncommon
Talent of the Telepath,4.0,U,Sorcery,,ori,2015,rare
"Sauron, the Necromancer // Sauron, the Necromancer",0.0,,"Card,//,Card",,altr,2023,common
"Mimeoplasm, Revered One // Mimeoplasm, Revered One",0.0,,"Card,//,Card",,adft,2025,common
Resize,2.0,G,Instant,,csp,2006,uncommon
Echoing Equation // Echoing Equation,0.0,,"Card,//,Card",,astx,2021,common
Refreshing Rain,4.0,G,Instant,,nem,2000,uncommon
"Lazav, Familiar Stranger // Lazav, Familiar Stranger",0.0,,"Card,//,Card",,aotj,2024,common
Isolation Cell,4.0,,Artifact,,nph,2011,uncommon
Meldweb Strider,5.0,U,Artifact,Vehicle,one,2023,common
Covetous Dragon,5.0,R,Creature,Dragon,uds,1999,rare
Foreboding Fruit,3.0,B,Sorcery,,eld,2019,common
Rite of the Dragoncaller // Rite of the Dragoncaller,0.0,,"Card,//,Card",,afdn,2024,common
Last Thoughts,4.0,U,Sorcery,,gtc,2013,common
Towering Indrik,4.0,G,Creature,Beast,rtr,2012,common
"Ob Nixilis, the Adversary // Ob Nixilis, the Adversary",0.0,,"Card,//,Card",,asnc,2022,common
Gremlin,0.0,R,"Token,Creature",Gremlin,taer,2017,common
Inquisitor's Snare,2.0,W,Instant,,shm,2008,common
Dense Foliage,3.0,G,Enchantment,,wth,1997,rare
Inflation Station,0.0,,Artifact,Contraption,ust,2017,common
Bloodspatter Vampire,2.0,B,Creature,Vampire,unk,2024,uncommon
Glittering Frost,3.0,G,"Snow,Enchantment",Aura,khm,2021,common
Obelisk of Urd,6.0,,Artifact,,m15,2014,rare
Colossal Heroics,3.0,G,Instant,,jou,2014,uncommon
Spectacle of Destruction,2.0,B,Enchantment,,ydft,2025,rare
"Odric, Blood-Cursed // Odric, Blood-Cursed",0.0,,"Card,//,Card",,avow,2021,common
Reap Intellect,4.0,"B,U",Sorcery,,dgm,2013,mythic
Kumano's Pupils,5.0,R,Creature,"Human,Shaman",chk,2004,uncommon
Scream Puff,5.0,B,Creature,Horror,woe,2023,common
A-Riveteers Initiate,2.0,"B,G,R",Creature,"Lizard,Citizen",snc,2022,common
Cloven Casting,7.0,"R,U",Enchantment,,arb,2009,rare
Caller of the Untamed,4.0,G,Creature,"Elf,Shaman",cn2,2016,rare
Retraced Image,1.0,U,Sorcery,,tor,2002,rare
Time Sidewalk,8.0,U,Sorcery,,cmb1,2019,rare
"Niambi, Faithful Healer",3.0,"U,W","Legendary,Creature","Human,Cleric",dom,2018,rare
Goblin,0.0,R,"Token,Creature",Goblin,tcn2,2016,common
Aerial Maneuver,2.0,W,Instant,,gtc,2013,common
Inspirited Vanguard,5.0,G,Creature,"Human,Soldier",tdm,2025,uncommon
Arrows of Justice,3.0,"R,W",Instant,,gtc,2013,uncommon
Lairwatch Giant,6.0,W,Creature,"Giant,Warrior",lrw,2007,common
Oxidda Scrapmelter,4.0,R,Creature,Beast,som,2010,uncommon
Spreading Flames,7.0,R,Instant,,emn,2016,uncommon
Coordinated Maneuver,2.0,W,Instant,,tdm,2025,common
Rise to the Challenge,2.0,R,Instant,,bng,2014,common
Unexpected Allies,2.0,R,Sorcery,,hbg,2022,common
Squid Fire Knight,0.0,,Stickers,,sunf,2022,common
Contest of Claws,2.0,G,Sorcery,,lcc,2023,rare
Rustwing Falcon,1.0,W,Creature,Bird,m19,2018,common
Atmosphere Surgeon,2.0,U,Creature,"Phyrexian,Wizard",one,2023,uncommon
Spire Owl,2.0,U,Creature,Bird,usg,1998,common
"Teyo, Geometric Tactician",3.0,W,"Legendary,Planeswalker",Teyo,cmm,2023,rare
Eyes of the Wisent,2.0,G,"Kindred,Enchantment",Elemental,lrw,2007,rare
"Wilson, Ardent Bear",3.0,"G,R","Legendary,Creature","Bear,Warrior",hbg,2022,rare
Sigarda's Imprisonment // Sigarda's Imprisonment,0.0,,"Card,//,Card",,avow,2021,common
Everythingamajig,6.0,,Artifact,,ust,2017,rare
Rabble-Rouser,4.0,R,Creature,"Goblin,Shaman",gpt,2006,uncommon
Steamfloggery,6.0,R,Instant,,ust,2017,uncommon
Flywheel Racer,2.0,,Artifact,Vehicle,mom,2023,common
Study,0.0,"U,W",Land,,clu,2024,uncommon
Minotaur Warrior,3.0,R,Creature,"Minotaur,Warrior",por,1997,common
Lithatog,3.0,"G,R",Creature,Atog,ody,2001,uncommon
Wellspring,3.0,"G,W",Enchantment,Aura,mir,1996,rare
Elegy Acolyte,4.0,B,Creature,"Human,Cleric",eoe,2025,rare
Kusari-Gama,3.0,,Artifact,Equipment,chk,2004,rare
Lifespinner,4.0,G,Creature,Spirit,bok,2005,uncommon
Roving Harper,3.0,W,Creature,"Elf,Scout",clb,2022,common
Jace's Defeat,2.0,U,Instant,,hou,2017,uncommon
Elemental,0.0,R,"Token,Creature",Elemental,tdmu,2022,common
Poultrygeist,3.0,B,Creature,"Bird,Spirit",ugl,1998,common
Search the Premises // Search the Premises,0.0,,"Card,//,Card",,amh2,2021,common
Radiant Smite,2.0,W,Instant,,ylci,2023,uncommon
Zombie Employee,0.0,B,"Token,Creature","Zombie,Employee",tunf,2022,common
Return from Extinction,2.0,B,Sorcery,,mh1,2019,common
Fearsome Temper,3.0,R,Enchantment,Aura,bng,2014,common
Towering Viewpoint,2.0,,"Artifact,Creature",Wall,acr,2024,uncommon
Soulcage Fiend,3.0,B,Creature,Demon,avr,2012,common
"Sosuke, Son of Seshiro",4.0,G,"Legendary,Creature","Snake,Warrior",chk,2004,uncommon
Reef Shaman,1.0,U,Creature,"Merfolk,Shaman",apc,2001,common
Every Last Vestige Shall Rot,0.0,,Scheme,,oarc,2010,common
Free-Range Chicken,4.0,G,Creature,Bird,ugl,1998,common
Chaos Imps,6.0,R,Creature,Imp,rtr,2012,rare
Creeperhulk,5.0,G,Creature,"Plant,Elemental",c14,2014,rare
Cursebreak,2.0,W,Instant,,avr,2012,common
Heavily Armored,0.0,,Card,,fjmp,2020,common
Pit Automaton,2.0,,"Artifact,Creature",Construct,dft,2025,uncommon
Ironfist Crusher,5.0,W,Creature,"Human,Soldier",ons,2002,uncommon
Frenzied Baloth,2.0,G,Creature,Beast,eoe,2025,rare
Emperor's Vanguard,4.0,G,Creature,"Human,Scout",pxln,2017,rare
Marauders,0.0,,Card,,fltr,2023,common
"Windurst, Federation Center",0.0,"G,W",Land,Town,fin,2025,common
Encounter,0.0,,Card,,fj25,2024,common
Goblin Commando,5.0,R,Creature,Goblin,s99,1999,uncommon
Summon: Esper Ramuh // Summon: Esper Ramuh,0.0,,"Card,//,Card",,afin,2025,common
Spiketail Drakeling,3.0,U,Creature,Drake,tsp,2006,common
Aven Augur,4.0,U,Creature,"Bird,Wizard",fut,2007,common
Quilled Greatwurm // Quilled Greatwurm,0.0,,"Card,//,Card",,afdn,2024,common
Dinosaur,0.0,R,"Token,Creature",Dinosaur,tlci,2023,common
Multani's Harmony,1.0,G,Enchantment,Aura,pls,2001,uncommon
"Tsagan, Raider Warlord",3.0,"B,R,W","Legendary,Creature","Dinosaur,Berserker",ydft,2025,rare
Nantuko Calmer,4.0,G,Creature,"Insect,Druid",tor,2002,common
Strength from the Fallen,2.0,G,Enchantment,,jou,2014,uncommon
Cragflame,0.0,,"Token,Legendary,Artifact",Equipment,tblb,2024,common
Trueheart Duelist,0.0,W,"Token,Creature","Zombie,Human,Warrior",takh,2017,common
Tomakul Honor Guard,2.0,G,Creature,"Human,Soldier",bro,2022,common
Aardwolf's Advantage,3.0,R,Sorcery,,unf,2022,common
Primal Whisperer,5.0,G,Creature,"Elf,Soldier",lgn,2003,rare
Waste Not // Waste Not,0.0,,"Card,//,Card",,awoe,2023,common
Moonlace,1.0,U,Instant,,tsp,2006,rare
Sandstone Bridge,0.0,W,Land,,bfz,2015,common
Cave Tiger,3.0,G,Creature,Cat,usg,1998,common
Memory Crystal,3.0,,Artifact,,exo,1998,rare
Atmosphere Surgeon // Atmosphere Surgeon,0.0,,"Card,//,Card",,aone,2023,common
Pinkie Pie,2.0,"R,W","Legendary,Creature",Pony,sld,2024,mythic
Windrider Wizard,3.0,U,Creature,"Human,Wizard",znr,2020,uncommon
Lore Broker,2.0,U,Creature,"Human,Rogue",rav,2005,uncommon
Angelic Aberration,6.0,W,Creature,"Eldrazi,Angel",m3c,2024,rare
Infernal Kirin,4.0,B,"Legendary,Creature","Kirin,Spirit",sok,2005,rare
Mishra's Foundry // Mishra's Foundry,0.0,,"Card,//,Card",,abro,2022,common
Hoverguard Observer,4.0,U,Creature,Drone,dst,2004,uncommon
Brutal Cathar // Brutal Cathar,0.0,,"Card,//,Card",,amid,2021,common
Scissors Lizard,4.0,,"Artifact,Creature",Lizard,ugl,1998,common
Tyvar's Stand,1.0,G,Instant,,one,2023,uncommon
Mortiphobia,3.0,B,Enchantment,,tor,2002,uncommon
Planar Birth,2.0,W,Sorcery,,usg,1998,rare
Clear,2.0,W,Instant,,usg,1998,uncommon
Reject Imperfection,3.0,U,Instant,,one,2023,uncommon
Honed Khopesh,1.0,,Artifact,Equipment,akh,2017,common
Elvish Pathcutter,4.0,G,Creature,"Elf,Scout",ons,2002,common
Midnight Banshee,6.0,B,Creature,Spirit,shm,2008,rare
"Half-Orc, Half-",0.0,R,Creature,"Orc,Warrior",ust,2017,uncommon
Longstalk Brawl,1.0,G,Sorcery,,blb,2024,common
Fire Giant's Fury,2.0,R,Sorcery,,khm,2021,uncommon
Ragged Veins,2.0,B,Enchantment,Aura,chk,2004,common
Masked Blackguard,2.0,B,Creature,"Human,Rogue",m21,2020,common
Ruthless Negotiation,1.0,B,Sorcery,,blb,2024,uncommon
Knightfisher,5.0,U,Creature,"Bird,Knight",blb,2024,uncommon
Yavimaya Sojourner,8.0,G,Creature,Treefolk,dmu,2022,common
Dack Fayden Emblem,0.0,,Emblem,Dack,tcns,2014,common
Llanowar Scout,2.0,G,Creature,"Elf,Scout",dom,2018,common
Summoning Station,7.0,,Artifact,,5dn,2004,rare
Killer Instinct,6.0,"G,R",Enchantment,,gpt,2006,rare
Flame-Kin War Scout,4.0,R,Creature,"Elemental,Scout",dis,2006,uncommon
"Gornog, the Red Reaper",3.0,R,"Legendary,Creature","Minotaur,Warrior",j25,2024,rare
Risky Shortcut,3.0,B,Sorcery,,dft,2025,common
Dunbarrow Revivalist,2.0,B,Creature,"Human,Warlock",ywoe,2023,uncommon
Command From the Shadows,0.0,,Conspiracy,,unk,2023,rare
Armasaur Guide,5.0,W,Creature,Dinosaur,fdn,2024,common
Command Power Plant,0.0,,Land,,unk,2023,common
Contortionist Troupe,1.0,G,Creature,Human,mid,2021,uncommon
Guardian of the Ages,7.0,,"Artifact,Creature",Golem,m14,2013,rare
Rousing Read,3.0,U,Enchantment,Aura,m21,2020,common
"Tura Kennerüd, Skyknight",5.0,"U,W","Legendary,Creature","Human,Knight",dmu,2022,uncommon
Chromatic Lantern // Chromatic Lantern,0.0,,"Card,//,Card",,abro,2022,common
Crumbling Sanctuary,5.0,,Artifact,,mmq,1999,rare
Stroopwafel Cafe,0.0,,Plane,Amsterdam,unk,2024,common
Whack,4.0,B,Sorcery,,snc,2022,uncommon
Sphinx,0.0,"U,W","Token,Creature",Sphinx,trna,2019,common
Adrenaline Jockey,3.0,R,Creature,"Minotaur,Pilot",dft,2025,uncommon
Alabaster Leech,1.0,W,Creature,Leech,inv,2000,rare
Blood Oath,4.0,R,Instant,,mmq,1999,rare
Teferi's Time Twist,2.0,U,Instant,,war,2019,common
Tempt with Immortality,5.0,B,Sorcery,,c13,2013,rare
Planar Gate,6.0,,Artifact,,leg,1994,rare
Spindrift Drake,1.0,U,Creature,Drake,sth,1998,common
Treasure Dredger,2.0,B,Creature,"Human,Rogue",otj,2024,uncommon
"Tamiyo, Seasoned Scholar",0.0,,Emblem,,tmh3,2024,common
Zombie Cutthroat,5.0,B,Creature,Zombie,scg,2003,common
Dragonback Assault // Dragonback Assault,0.0,,"Card,//,Card",,atdm,2025,common
Uchuulon,4.0,B,Creature,"Crab,Ooze,Horror",clb,2022,rare
Lunar Mystic,4.0,U,Creature,"Human,Wizard",avr,2012,rare
Snapping Thragg,5.0,R,Creature,Beast,ons,2002,uncommon
Corrupted Roots,1.0,B,Enchantment,Aura,con,2009,uncommon
Shatterskull Recruit,5.0,R,Creature,"Giant,Warrior,Ally",bfz,2015,common
Sabotage Strategist,4.0,U,Creature,"Vedalken,Ranger",dft,2025,uncommon
Evil Comes to Fruition,0.0,,Scheme,,oarc,2010,common
Finch Formation,3.0,U,"Token,Creature","Bird,Scout",tblb,2024,common
Biophagus,2.0,G,Creature,"Human,Tyranid,Wizard",40k,2022,rare
It That Heralds the End,2.0,,Creature,"Eldrazi,Drone",mh3,2024,uncommon
Exhumer Thrull,6.0,B,Creature,Thrull,gpt,2006,uncommon
Ancient Kavu,4.0,R,Creature,Kavu,inv,2000,common
Tajuru Preserver,2.0,G,Creature,"Elf,Shaman",roe,2010,rare
Dragonologist // Dragonologist,0.0,,"Card,//,Card",,atdm,2025,common
Step Through // Step Through,0.0,,"Card,//,Card",,amh2,2021,common
Guardian of the Guildpact,4.0,W,Creature,Spirit,dis,2006,common
Dredging Claw,2.0,B,Artifact,Equipment,bro,2022,common
Tunneler Wurm,8.0,G,Creature,Wurm,jud,2002,uncommon
Sorceress's Schemes // Sorceress's Schemes,0.0,,"Card,//,Card",,afin,2025,common
Take for a Ride,3.0,R,Sorcery,,otj,2024,uncommon
"Geralf, the Fleshwright // Geralf, the Fleshwright",0.0,,"Card,//,Card",,aotj,2024,common
Lunar Insight // Lunar Insight,0.0,,"Card,//,Card",,afdn,2024,common
Convention Maro,6.0,"G,R,U","Legendary,Creature","Elemental,Gamer",pf24,2024,rare
Atarka Beastbreaker,2.0,G,Creature,"Human,Warrior",dtk,2015,common
Glint Weaver,7.0,G,Creature,Spider,mkm,2024,uncommon
Greasewrench Goblin,1.0,R,Creature,"Goblin,Artificer",dft,2025,uncommon
Akki Raider,2.0,R,Creature,"Goblin,Warrior",bok,2005,uncommon
Red Cliffs Armada,5.0,U,Creature,"Human,Soldier",ptk,1999,uncommon
Robo-Piñata,3.0,W,"Artifact,Creature","Clown,Robot",unf,2022,common
Crimson Fleet Commodore,4.0,R,Creature,"Ogre,Pirate",cmr,2020,common
Corpseberry Cultivator,3.0,"B,G",Creature,"Squirrel,Warlock",blb,2024,common
"Karlach, Fury of Avernus // Karlach, Fury of Avernus",0.0,,"Card,//,Card",,aclb,2022,common
Gingerbehemoth,6.0,,"Artifact,Creature","Food,Golem",unk,2023,uncommon
Teller of Tales,5.0,U,Creature,Spirit,chk,2004,common
Overload,1.0,R,Instant,,inv,2000,common
Akoum Stonewaker,2.0,R,Creature,"Human,Shaman",bfz,2015,uncommon
Pillar of Origins,2.0,,Artifact,,xln,2017,uncommon
Harmonious Emergence,4.0,G,Enchantment,Aura,neo,2022,common
Wrecking Ball Arm,2.0,,"Legendary,Artifact",Equipment,fic,2025,rare
Suicidal Charge,5.0,"B,R",Enchantment,,con,2009,common
Ossuary Rats,6.0,B,Creature,Rat,j22,2022,common
Feywild Trickster,3.0,U,Creature,"Gnome,Warlock",afr,2021,uncommon
Flowstone Crusher,5.0,R,Creature,Beast,nem,2000,common
"Braids, Arisen Nightmare // Braids, Arisen Nightmare",0.0,,"Card,//,Card",,admu,2022,common
Junk Golem,4.0,,"Artifact,Creature",Golem,ody,2001,rare
Outcaster Greenblade,3.0,G,Creature,"Human,Mercenary",otj,2024,uncommon
Botanical Brawler // Botanical Brawler,0.0,,"Card,//,Card",,amom,2023,common
Gixian Infiltrator,2.0,B,Creature,"Phyrexian,Human",bro,2022,common
Alert Shu Infantry,3.0,W,Creature,"Human,Soldier",ptk,1999,uncommon
Bird,0.0,B,"Token,Creature",Bird,tdsc,2024,common
The Horus Heresy,6.0,"B,R,U",Enchantment,Saga,40k,2022,rare
Expedition Supplier,3.0,W,Creature,"Human,Warrior",ymid,2021,rare
Village Reavers // Village Reavers,0.0,,"Card,//,Card",,amid,2021,common
Feywild Caretaker,5.0,U,Creature,"Orc,Wizard",clb,2022,uncommon
Fishing Pole,1.0,,Artifact,Equipment,fdn,2024,uncommon
Summon: Valefor,5.0,U,"Enchantment,Creature","Saga,Drake",fic,2025,rare
Of One Mind,3.0,U,Sorcery,,iko,2020,common
Treacherous Werewolf,3.0,B,Creature,"Werewolf,Minion",jud,2002,common
Daemogoth Woe-Eater,4.0,"B,G",Creature,Demon,stx,2021,uncommon
Rust-Shield Rampager,4.0,G,Creature,"Raccoon,Warrior",blb,2024,common
Sleep Magic,1.0,U,Enchantment,Aura,fin,2025,uncommon
Court of Garenbrig // Court of Garenbrig,0.0,,"Card,//,Card",,awoe,2023,common
Avatar of Might,8.0,G,Creature,Avatar,pcy,2000,rare
Voidmage Husher,4.0,U,Creature,"Human,Wizard",tsp,2006,uncommon
Anodet Lurker,5.0,,"Artifact,Creature",Construct,5dn,2004,common
Cast Through Time,7.0,U,Enchantment,,roe,2010,mythic
Ramirez DePietro,6.0,"B,U","Legendary,Creature","Human,Pirate",leg,1994,uncommon
Rebel Informer,3.0,B,Creature,"Human,Mercenary,Rebel",pcy,2000,rare
Serf,0.0,B,"Token,Creature",Serf,tema,2016,common
Jovial Evil,3.0,B,Sorcery,,leg,1994,rare
Lullmage's Domination,3.0,U,Sorcery,,znr,2020,uncommon
Body Double // Body Double,0.0,,"Card,//,Card",,acmm,2023,common
Null Profusion,6.0,B,Enchantment,,plc,2007,rare
Guest List,0.0,,Artifact,Contraption,ust,2017,rare
Cliffside Rescuer,2.0,W,Creature,"Kor,Soldier",c19,2019,uncommon
Life Matrix,4.0,,Artifact,,leg,1994,rare
Into the Fray,1.0,R,Instant,Arcane,sok,2005,common
Kamahl's Desire,2.0,R,Enchantment,Aura,ody,2001,common
Wall of Resurgence,3.0,W,Creature,Wall,ogw,2016,uncommon
Rhox Pummeler,6.0,G,Creature,"Rhino,Soldier",snc,2022,common
Meeting of the Five // Meeting of the Five,0.0,,"Card,//,Card",,asnc,2022,common
"Venser, the Sojourner Emblem",0.0,,Emblem,Venser,tddi,2012,common
Selfless Exorcist,5.0,W,Creature,"Human,Cleric",jud,2002,rare
Axiom Engraver,2.0,R,Creature,"Phyrexian,Wizard",one,2023,common
Midnight Snack,3.0,B,Enchantment,,fdn,2024,uncommon
Rebellious Strike,2.0,W,Instant,,tdm,2025,common
Scurrid Colony,2.0,G,Creature,Squirrel,stx,2021,common
